sample_idx,segment_idx,ee_x,ee_y,base_x,base_y,j1_x,j1_y,j2_x,j2_y,j3_x,j3_y,theta1,theta2,theta3
397,3,186.05290957669808,39.98591586950789,15.0,15.0,133.199890153963,-107.18341118004146,196.05285957889157,39.95429382608195,186.05290957669808,39.98591586950789,-0.801968184767524,1.9690563948147422,1.9713422339298614
398,3,186.01331768355456,39.996454933024594,15.0,15.0,133.2123088657896,-107.17139613108775,196.01331451588334,39.98849544721186,186.01331768355456,39.996454933024594,-0.8018665398524715,1.9693078875052827,1.9733553572716658
399,3,186.0,39.999999999999986,15.0,15.0,133.21648546182615,-107.16735474362143,196.0,39.999999999999986,186.0,39.999999999999986,-0.8018323529212441,1.9693925554345406,1.9740324510764968
400,4,186.0,39.999999999999986,15.0,15.0,133.21648546182615,-107.16735474362143,196.0,39.999999999999986,186.0,39.999999999999986,-0.8018323529212441,1.9693925554345406,1.9740324510764968
401,4,186.0037943910738,39.96177724102708,15.0,15.0,133.18282045212752,-107.19992205390392,196.00378905709502,39.951448661878686,186.0037943910738,39.96177724102708,-0.8021078808882196,1.9694135697511663,1.9732541066283653
402,4,186.0146111642209,39.84939904768882,15.0,15.0,133.08373218037158,-107.29567528884363,196.01452858702112,39.80875993873482,186.0146111642209,39.84939904768882,-0.8029184334495565,1.9694776439466475,1.9709695210110532
403,4,186.03160071932976,39.66630054535598,15.0,15.0,132.92201808893464,-107.4516135044082,196.0311964483445,39.57638249227331,186.03160071932976,39.66630054535598,-0.8042399113601048,1.9695861856967865,1.9672544527720182
404,4,186.053913456289,39.41591685939918,15.0,15.0,132.70040274329818,-107.6646452490097,196.05267858037237,39.25876727010949,186.053913456289,39.41591685939918,-0.8060481576704708,1.9697404346783325,1.9621847707535316
405,4,186.08069977498704,39.10168311518916,15.0,15.0,132.4215512594666,-107.93160415377511,196.07778774024192,38.860369595144846,186.08069977498704,39.10168311518916,-0.8083189689282397,1.9699414835102957,1.9558364443525784
406,4,186.1111100753124,38.72703443809671,15.0,15.0,132.0880825403466,-108.24926339343772,196.10528126128418,38.3856515072229,186.1111100753124,38.72703443809671,-0.8110281032203333,1.970190297551966,1.9482855317652035
407,4,186.14429475715363,38.29540595349241,15.0,15.0,131.7025820873675,-108.61434922427594,196.13387784892421,37.83908407957938,186.14429475715363,38.29540595349241,-0.8141512863864129,1.9704877336856979,1.9396081674171257
408,4,186.17940422039925,37.81023278674707,15.0,15.0,131.26761419124415,-109.02355377216055,196.1622734234371,37.22514948068046,186.17940422039925,37.81023278674707,-0.8176642175132178,1.9708345582099667,1.9298805495650209
409,4,186.21558886493767,37.27495006323137,15.0,15.0,130.78573333919266,-109.4735472102622,196.1891560096721,36.54834259735058,186.21558886493767,37.27495006323137,-0.8215425746137435,1.9712314639671562,1.9191789288479124
410,4,186.25199909065756,36.69299290831605,15.0,15.0,130.2594947060757,-109.96098943310311,196.213219663769,35.813172077793425,186.25199909065756,36.69299290831605,-0.8257620212023951,1.9716790868295186,1.9075795983763646
411,4,186.2877852974473,36.06779644737175,15.0,15.0,129.69146362468996,-110.48254130207283,196.2331774170599,35.02416069331406,186.2877852974473,36.06779644737175,-0.830298214296977,1.9721780216645608,1.8951588857690878
412,4,186.32209788519546,35.40279580576919,15.0,15.0,129.0842239563848,-111.03487550781108,196.24777320869867,34.185844955323944,186.32209788519546,35.40279580576919,-0.8351268142100285,1.9727288378968337,1.8819931473824818
413,4,186.3540872537905,34.701426108879176,15.0,15.0,128.44038530792466,-111.61468706745515,196.25579277178812,33.302773959538314,186.3540872537905,34.701426108879176,-0.8402234963351966,1.973332094776123,1.86815876482882
414,4,186.38290380312108,33.96712248207231,15.0,15.0,127.76258906434032,-112.21870345003018,196.25607343340272,32.37950746208659,186.38290380312108,33.96712248207231,-0.8455639649888423,1.9739883564519234,1.8537321437433811
415,4,186.4076979330755,33.2033200507194,15.0,15.0,127.05351323067114,-112.84369430153293,196.24751278724455,31.420613222417444,186.4076979330755,33.2033200507194,-0.8511239692328407,1.9746982069407004,1.8387897146399854
416,4,186.42762004354245,32.41345394019106,15.0,15.0,126.3158760980722,-113.48648072275401,196.22907619888426,30.43066367520788,186.42762004354245,32.41345394019106,-0.8568793204816696,1.975462265055839,1.8234079355881387
417,4,186.44182053441037,31.6009592758581,15.0,15.0,125.55243877171564,-114.14394403775216,196.19980310760604,29.41423201778275,186.44182053441037,31.6009592758581,-0.8628059115855986,1.976281199350573,1.80766329635329
418,4,186.44944980556778,30.769271183091117,15.0,15.0,124.76600661912698,-114.81303397921866,196.1588120956512,28.375887820588105,186.44944980556778,30.769271183091117,-0.8688797369823664,1.9771557431019808,1.7916323235645082
419,4,186.44965825690315,29.92182478726095,15.0,15.0,123.95942971785271,-115.49077620874326,196.1053047048407,27.32019228584369,186.44965825690315,29.92182478726095,-0.8750769134225294,1.9780867093398722,1.7753915864109546
420,4,186.44159628830505,29.062055213738155,15.0,15.0,123.13560240038169,-116.17427908514142,196.03856799175915,26.251693293432965,186.44159628830505,29.062055213738155,-0.8813737006990227,1.9790750058986815,1.7590177023195408
421,4,186.42441429966198,28.193397587893664,15.0,15.0,122.2974620117268,-116.8607395923519,195.95797582540146,25.17492038325227,186.42441429966198,28.193397587893664,-0.8877465217497049,1.9801216504441308,1.742587342030815
422,4,186.39726269086242,27.319287035097947,15.0,15.0,121.44798701067286,-117.54744833973842,195.862988944856,24.09437982954043,186.39726269086242,27.319287035097947,-0.8941719814530458,1.9812277854001472,1.726177233467733
423,4,186.35929186179493,26.4431586807219,15.0,15.0,120.59019455907425,-118.23179355160255,195.7531538085961,23.014549965157983,186.35929186179493,26.4431586807219,-0.9006268834018298,1.9823946926762699,1.7098641637819507
424,4,186.309652212348,25.568447650136136,15.0,15.0,119.72713775441166,-118.91126396897494,195.62810028063888,21.939876912426,186.309652212348,25.568447650136136,-0.9070882439178864,1.9836238080723554,1.6937249789638535
425,4,186.24749414241015,24.698589068711332,15.0,15.0,118.86190266879721,-119.58345059485322,195.48753821154457,20.874770872136935,186.24749414241015,24.698589068711332,-0.9135333025623398,1.9849167352167023,1.6778365804146795
426,4,186.17196819410233,23.837017541326546,15.0,15.0,117.99760485560515,-120.24604760956464,195.3312530465701,19.823602413115367,186.17196819410233,23.837017541326546,-0.919939532148497,1.9862752585542829,1.6622759022859022
427,4,186.08241733316476,22.986463509292758,15.0,15.0,117.13669940748012,-120.8973680177289,195.15918099566431,18.78975510685072,186.08241733316476,22.986463509292758,-0.9262896959771884,1.9877009160169046,1.6470987838932032
428,4,185.97875746437123,22.147560775288518,15.0,15.0,116.27960634342544,-121.53732580844249,194.97152948026337,17.77376934562625,185.97875746437123,22.147560775288518,-0.932581774451517,1.989194108906569,1.632298122308577
429,4,185.8610106477181,21.320554672839556,15.0,15.0,115.426360075703,-122.16612629197212,194.76853149817097,16.775659481666565,185.8610106477181,21.320554672839556,-0.9388165770977345,1.99075512632707,1.617855063817703
430,4,185.72919894320188,20.505690535471526,15.0,15.0,114.57698748887763,-122.78397425912749,194.55039678511864,15.795439094862104,185.72919894320188,20.505690535471526,-0.9449949337032466,1.992384376146019,1.6037506562035955
431,4,185.58334441081894,19.70321369671012,15.0,15.0,113.73150872146206,-123.39107335946153,194.31731292877015,14.833121918577262,185.58334441081894,19.70321369671012,-0.9511176890601788,1.9940823776859893,1.5899658507990275
432,4,185.42346911056566,18.91336949008108,15.0,15.0,112.88993791806644,-123.98762554413648,194.0694464540381,13.888722659092707,185.42346911056566,18.91336949008108,-0.9571856980633889,1.9958497547084786,1.5764815046005816
433,4,185.24959510243872,18.136403249109982,15.0,15.0,112.05228395387974,-124.5738305676802,193.80694387574152,12.962257718488246,185.24959510243872,18.136403249109982,-0.9631998211303138,1.9976872286950376,1.563278382407363
434,4,185.06174444643418,17.37256030732263,15.0,15.0,111.21855113349861,-125.14988554319376,193.52993271542402,12.053745830304024,185.06174444643418,17.37256030732263,-0.9691609199109321,1.9995956124276566,1.550337158950582
435,4,184.85993920254884,16.62208599824462,15.0,15.0,110.38873986628128,-125.71598454590338,193.23852247985644,11.163208616839029,184.85993920254884,16.62208599824462,-0.9750698532570418,2.0015758038685294,1.5376384209830634
436,4,184.64420143077876,15.88522565540162,15.0,15.0,109.56284732054147,-126.27231826027335,192.93280559935815,10.290671076473245,184.64420143077876,15.88522565540162,-0.9809274734209797,2.0036287803376935,1.5251626693003284
437,4,184.41455319112077,15.162224612319374,15.0,15.0,108.74086805901977,-126.8190736662084,192.61285832462374,9.43616200892609,184.41455319112077,15.162224612319374,-0.9867346224548014,2.005755592985617,1.512890320667184
438,4,184.17101654357108,14.453328202523446,15.0,15.0,107.92279465817266,-127.35643376017495,192.27874158120522,8.59971438590378,184.17101654357108,14.453328202523446,-0.9924921287818126,2.0079573615566586,1.500801709625799
439,4,183.91361354812608,13.758781759539715,15.0,15.0,107.10861831391608,-127.88457730735436,191.93050178122556,7.781365674140346,183.91361354812608,13.758781759539715,-0.9982008039131396,2.0102352694383105,1.4888770901630268
440,4,183.64236626478234,13.078830616893743,15.0,15.0,106.2983294365461,-128.40367862121215,191.56817159225142,6.9811581174016055,183.64236626478234,13.078830616893743,-1.003861439282766,2.012590558990318,1.4770966372163294
441,4,183.3572967535362,12.41372010811114,15.0,15.0,105.49191823764224,-128.91390736711958,191.19177066356934,6.199138983609686,183.3572967535362,12.41372010811114,-1.0094748031751097,2.015024527147075,1.46544044799895
442,4,183.05842707438418,11.763695566717756,15.0,15.0,104.68937531184336,-129.41542838689813,190.80130631038196,5.435360782846544,183.05842707438418,11.763695566717756,-1.01504163771975,2.0175385212860735,1.453888543126197
443,4,182.74577928732256,11.129002326239164,15.0,15.0,103.8906922164687,-129.90840154137726,190.3967741566724,4.689881461619336,182.74577928732256,11.129002326239164,-1.0205626559283592,2.020133935354699,1.4424208675255779
444,4,182.41937545234794,10.509885720201021,15.0,15.0,103.09586205205154,-130.39298156825143,189.97815873769304,3.962764578417591,182.41937545234794,10.509885720201021,-1.0260385387491775,2.022812206247169,1.4310172911143373
445,4,182.07923762945677,9.906591082129147,15.0,15.0,102.30488004695002,-130.8693179527061,189.5454340632079,3.254079465255245,182.07923762945677,9.906591082129147,-1.031469932114552,2.02557481042303,1.419657609228496
446,4,181.72538787864522,9.319363745549015,15.0,15.0,101.5177441493139,-131.33755480844232,189.09856414277732,2.5639013795788514,181.72538787864522,9.319363745549015,-1.036857443957061,2.0284232607581862,1.4083215427879483
447,4,181.35784825991004,8.7484490439865,15.0,15.0,100.73445562981418,-131.7978307668728,188.6375034745106,1.8923116506330757,181.35784825991004,8.7484490439865,-1.042201641169594,2.031359103619057,1.3969887381823871
448,4,180.9766408332475,8.194092310967246,15.0,15.0,99.9550196986829,-132.25027887238923,188.1621974988318,1.2393978240988872,180.9766408332475,8.194092310967246,-1.0475030464844544,2.034383916150036,1.3856387668629422
449,4,180.581787658654,7.656538880016832,15.0,15.0,99.17944614078154,-132.69502648170405,187.67258301892412,0.6052538085726269,180.581787658654,7.656538880016832,-1.052762135246018,2.0374993037639695,1.3742511246243634
450,4,180.17331079612612,7.136034084661029,15.0,15.0,98.40774997259898,-133.13219516536037,187.16858858961714,-0.010019972781520892,180.17331079612612,7.136034084661029,-1.057979332050803,2.04070689782489,1.3628052305623584
451,4,179.75123230566015,6.6328232584254625,15.0,15.0,97.63995212529663,-133.56190060957312,186.65013487658524,-0.6063164222882165,179.75123230566015,6.6328232584254625,-1.063155007227892,2.044008353511689,1.3512804256903381
452,4,179.31557424725258,6.147151734835912,15.0,15.0,96.87608015816018,-133.98425251661507,186.11713498782484,-1.1835215966054875,179.31557424725258,6.147151734835912,-1.0682894731315076,2.047405347850778,1.3396559711993357
453,4,178.86635868089985,5.679264847417947,15.0,15.0,96.1161690070889,-134.39935450199707,185.56949477947677,-1.7415145216210703,178.86635868089985,5.679264847417947,-1.0733829802162116,2.0508995779050987,1.3279110463441914
454,4,178.4036076665984,5.229407929697272,15.0,15.0,95.36026177306161,-134.8073039867049,185.00711313816322,-2.2801669908300823,178.4036076665984,5.229407929697272,-1.078435712863575,2.0544927591060347,1.3160247459383139
455,4,177.92734326434467,4.797826315199611,15.0,15.0,94.60841055586118,-135.20819208275375,184.4298822421174,-2.7993433447820735,177.92734326434467,4.797826315199611,-1.0834477849273207,2.0581866237138557,1.303976077438377
456,4,177.43758753413508,4.384765337450691,15.0,15.0,93.86067733872042,-135.6021034702976,183.837687803498,-3.2989002293280123,177.43758753413508,4.384765337450691,-1.0884192349618143,2.0619829193913124,1.2917439575992167
457,4,176.93436253596607,3.990470329976066,15.0,15.0,93.11713492997787,-135.98911626448984,183.2304092944052,-3.778686330534015,176.93436253596607,3.990470329976066,-1.0933500210963607,2.065883407873822,1.2793072086779422
458,4,176.41769032983404,3.6151866263015044,15.0,15.0,92.37786796829977,-136.36930187022853,182.60792015924892,-4.238542084255187,176.41769032983404,3.6151866263015044,-1.0982400155150556,2.069889863718383,1.2666445541648716
459,4,175.8875929757355,3.259159559952641,15.0,15.0,91.64297399854054,-136.74272482283635,181.97008801626657,-4.678299358486868,175.8875929757355,3.259159559952641,-1.1030889984989054,2.0740040731118814,1.2537346140173442
460,4,175.34409253366672,2.9226344644552444,15.0,15.0,90.9125646258817,-137.109442612618,181.31677485114704,-5.0977811067267,175.34409253366672,2.9226344644552444,-1.1078966519835676,2.078227832717825,1.2405558993707335
461,4,174.78721106362423,2.605856673334891,15.0,15.0,90.1867667565076,-137.46950549110642,180.64783720589284,-5.496800990700876,174.78721106362423,2.605856673334891,-1.1126625525823417,2.0825629485386914,1.2270868066990808
462,4,174.21697062560466,2.309071520117296,15.0,15.0,89.46572393375475,-137.82295625664958,179.96312636624126,-5.875162970923952,174.21697062560466,2.309071520117296,-1.117386164019946,2.087011234769072,1.2133056113957341
463,4,173.6333932796041,2.0325243383281695,15.0,15.0,88.74959777940347,-138.16983001680262,179.26248855117223,-6.232660863686931,173.6333932796041,2.0325243383281695,-1.1220668289181437,2.0915745126125374,1.1991904607421064
464,4,173.0365010856192,1.776460461493194,15.0,15.0,88.0385695505824,-138.510153924764,178.5457651082586,-6.569077863195702,173.0365010856192,1.776460461493194,-1.1267037598693572,2.096254609032636,1.184719366230294
465,4,172.42631610364631,1.5411252231380033,15.0,15.0,87.33284182361103,-138.84394688683878,177.81279271884938,-6.884186027722137,172.42631610364631,1.5411252231380033,-1.1312960297291255,2.1010533554057718,1.1698701952026518
466,4,171.8028603936819,1.3267639567883212,15.0,15.0,86.63264031704101,-139.17121923760425,177.06340361734624,-7.177745728781986,171.8028603936819,1.3267639567883212,-1.1358425610524199,2.1059725860406053,1.1546206617687118
467,4,171.1661560157225,1.133621995969845,15.0,15.0,85.93821586714736,-139.49197237910454,176.29742582910774,-7.449505062523542,171.1661560157225,1.133621995969845,-1.1403421145926218,2.1110141365253865,1.1389483169568262
468,4,170.51622502976426,0.961944674208242,15.0,15.0,85.2498465701912,-139.80619837998927,175.51468343181705,-7.699199222699832,170.51622502976426,0.961944674208242,-1.1447932767751863,2.116179841860954,1.1228305380548318
469,4,169.8530894958039,0.8119773250290905,15.0,15.0,84.56784010691287,-140.11387953003756,174.71499684546842,-7.92654983481188,169.8530894958039,0.8119773250290905,-1.1491944460507524,2.1214715343331716,1.106244517090727
470,4,169.17677147383773,0.6839652819582387,15.0,15.0,83.89253626592148,-140.4149878449588,173.8981831564591,-8.131264251253384,169.17677147383773,0.6839652819582387,-1.153543818024684,2.126891041074243,1.0891672484008903
471,4,168.4872930238622,0.5781538785212668,15.0,15.0,83.22430968392746,-140.70948451572102,173.0640564816338,-8.313034807566027,168.4872930238622,0.5781538785212668,-1.157839369251671,2.1324401812575613,1.0715755152298412
472,4,167.78467620587372,0.49478844824388446,15.0,15.0,82.56357282210732,-140.99731929591547,172.21242837849255,-8.471538040227813,167.78467620587372,0.49478844824388446,-1.1620788395751647,2.138120762865598,1.05344587530178
473,4,167.06894307986877,0.43411432465171806,15.0,15.0,81.91077919929823,-141.27842981980194,171.3431083081622,-8.60643386676054,167.06894307986877,0.43411432465171806,-1.1662597128819832,2.1439345789646693,1.0347546453004282
474,4,166.3401157058438,0.3963768412705768,15.0,15.0,81.26642690417908,-141.55274084267288,170.45590415812526,-8.717364729350493,166.3401157058438,0.3963768412705768,-1.1703791961324865,2.1498834034142713,1.015477884189873
475,4,165.59821614379513,0.3818213316261012,15.0,15.0,80.63106241009943,-141.82016339400246,169.55062283210907,-8.803954703645559,165.59821614379513,0.3818213316261012,-1.1744341965162457,2.1559689859319757,0.9955913753053327
476,4,164.84326645371934,0.3906931292438127,15.0,15.0,80.00528471775023,-142.08059383247897,168.62707091495008,-8.865808574919072,164.84326645371934,0.3906931292438127,-1.1784212965722052,2.162193046427608,0.9750706071391484
477,4,164.07528869561278,0.4232375676496627,15.0,15.0,79.38974985240883,-142.33391279042232,167.68505542066123,-8.902510884390693,164.07528869561278,0.4232375676496627,-1.1823367271010077,2.16855726851254,0.9538907527438112
478,4,163.2943049294718,0.4796999803690767,15.0,15.0,78.78517574401228,-142.57998399322634,166.72438463234545,-8.913624949171805,163.2943049294718,0.4796999803690767,-1.1861763376854952,2.17506329208134,0.9320266476708157
479,4,162.50033721529303,0.5603257009279297,15.0,15.0,78.19234751977996,-142.81865293728546,165.74486904299758,-8.898691860056516,162.50033721529303,0.5603257009279297,-1.1899355646235574,2.1817127048537754,0.9094527663615053
480,4,161.69340761307274,0.6653600628518053,15.0,15.0,77.61212324046824,-143.04974540732553,164.74632240662265,-8.857229462236631,161.69340761307274,0.6653600628518053,-1.19360939606566,2.18850703275511,0.8861431969043032
481,4,160.8735381828075,0.795048399666376,15.0,15.0,77.04544011255079,-143.27306581108445,163.728562909463,-8.788731324961361,160.8735381828075,0.795048399666376,-1.1971923341377153,2.1954477290018026,0.8620716140718843
482,4,160.0407719452979,0.9496235307477416,15.0,15.0,76.49332785610636,-143.4883927269799,162.69144192786777,-8.69267643572826,160.0407719452979,0.9496235307477416,-1.2006783118818822,2.202535965430069,0.8372120785917132
483,4,159.19743472939112,1.1279553792308867,15.0,15.0,75.95761046261816,-143.69521015672686,161.6378124668178,-8.569701889340337,159.19743472939112,1.1279553792308867,-1.2040562726542046,2.2097514268126255,0.8116285156289069
484,4,158.35015574324385,1.3263446380015242,15.0,15.0,75.44139574872256,-143.89253500383933,160.57620343959655,-8.422743096425876,158.35015574324385,1.3263446380015242,-1.2073071176074426,2.217033336418072,0.7855555757543344
485,4,157.5060409302059,1.5408073765390427,15.0,15.0,74.9477325135615,-144.07944356981668,159.51581979778524,-8.25515040733444,157.5060409302059,1.5408073765390427,-1.2104121889457342,2.2243163063063425,0.7592482835688146
486,4,156.67219623362692,1.7673596643226688,15.0,15.0,74.47941336664736,-144.2551392751879,158.46591028902657,-8.070454619727514,156.67219623362692,1.7673596643226688,-1.2133544945216417,2.2315348639401558,0.7329634139188093
487,4,155.8557275968567,2.002017570831791,15.0,15.0,74.03893880585098,-144.41895654118107,157.43575749202046,-7.872368766069798,155.8557275968567,2.002017570831791,-1.2161189130047865,2.238623519333039,0.7069596299170287
488,4,155.06374096324507,2.2407971655457253,15.0,15.0,73.62848896822385,-144.5703615377958,156.4346672193395,-7.6647851596056285,155.06374096324507,2.2407971655457253,-1.2186923509717948,2.2455168318080565,0.681497573273651
489,4,154.3033422761416,2.47971451794378,15.0,15.0,73.24990494110006,-144.70894957500914,155.4719579504436,-7.4517676174565395,154.3033422761416,2.47971451794378,-1.2210638409902095,2.2521494721115642,0.6568399002664793
490,4,153.58163747889614,2.714785697505235,15.0,15.0,72.90468153814894,-144.834438892141,154.55695092378934,-7.237538839215347,153.58163747889614,2.714785697505235,-1.2232245695866841,2.258456275624031,0.6332512564983159
491,4,152.90573251485827,2.942026773709454,15.0,15.0,72.59397337168849,-144.94666058177407,153.69896145399755,-7.026462973996161,152.90573251485827,2.942026773709454,-1.2251678243268542,2.264372282604821,0.6109981837320477
492,4,152.28273332737777,3.1574538160357406,15.0,15.0,72.31861587881679,-145.04554437327099,152.9072919481294,-6.823023453576411,152.28273332737777,3.1574538160357406,-1.2268888501558715,2.269832761815734,0.5903489526076435
493,4,151.7197458598046,3.357082893963396,15.0,15.0,72.07916267662421,-145.13110000288972,152.1912269751496,-6.631796200202928,151.7197458598046,3.357082893963396,-1.2283846067124768,2.2747732145033974,0.5715733159738332
494,4,151.2238760554881,3.536930076971702,15.0,15.0,71.87594022523234,-145.20339392002842,151.5600305958735,-6.457418332253297,151.2238760554881,3.536930076971702,-1.2296534205803769,2.279129356594779,0.5549421789439726
495,4,150.80222985777837,3.693011434540093,15.0,15.0,71.70912026415648,-145.26252112975584,151.02294598841456,-6.304552488220139,150.80222985777837,3.693011434540093,-1.2306945294045826,2.282837078080922,0.540727183628646
496,4,150.46191321002496,3.821343036147727,15.0,15.0,71.5788098587762,-145.30857205703148,150.58919720751152,-6.177846870238881,150.46191321002496,3.821343036147727,-1.231507518479221,2.2858323799343983,0.5292002088060248
497,4,150.21003205557753,3.9179409512741454,15.0,15.0,71.48515815509751,-145.34159444197135,150.26799269593496,-6.081891075523572,150.21003205557753,3.9179409512741454,-1.2320916547797773,2.2880512905222945,0.520632787541123
498,4,150.05369233778603,3.9788212493984414,15.0,15.0,71.42847810263314,-145.361550438441,150.068529922682,-6.021167742899223,150.05369233778603,3.9788212493984414,-1.2324451284065816,2.289429765327712,0.5152954489077879
499,4,149.99999999999997,3.9999999999999964,15.0,15.0,71.40938048216151,-145.36826928547535,150.00000025558754,-6.0,149.99999999999997,3.9999999999999964,-1.2325642169307824,2.289903575858231,0.5134569934262032
500,5,150.00000000000006,4.0,15.0,15.0,71.40938032475796,-145.3682693408419,150.00000000000006,-6.0,150.00000000000006,4.0,-1.2325642179122955,2.289903577544237,0.5134569671629547
501,5,149.9617772410271,3.996205608926168,15.0,15.0,71.37533855832,-145.38023943876254,149.95144866187871,-6.003789057095048,149.9617772410271,3.996205608926168,-1.2327764824458995,2.2902199486000003,0.5123200025423147
502,5,149.84939904768882,3.985388835779103,15.0,15.0,71.27568700213601,-145.41523323063063,149.80875993873482,-6.014528587021118,149.84939904768882,3.985388835779103,-1.2333977602472939,2.2911499831688857,0.5089801817916548
503,5,149.66630054535597,3.96839928067018,15.0,15.0,71.1141773245884,-145.47180158266016,149.5763824922733,-6.031196448344559,149.66630054535597,3.96839928067018,-1.234404405243113,2.292664929947138,0.5035438756097781
504,5,149.4159168593992,3.946086543710976,15.0,15.0,70.89461302194465,-145.5484108769908,149.2587672701095,-6.052678580372401,149.4159168593992,3.946086543710976,-1.2357723207816653,2.2947358798510558,0.49611716189710586
505,5,149.1016831151892,3.9193002250128988,15.0,15.0,70.62084656277824,-145.6434605816243,148.86036959514487,-6.077787740241973,149.1016831151892,3.9193002250128988,-1.2374770114491267,2.2973337876041997,0.48680585598466486
506,5,148.72703443809667,3.8888899246876036,15.0,15.0,70.29677713514539,-145.75529987675696,148.38565150722286,-6.105281261284148,148.72703443809667,3.8888899246876036,-1.2394936297916797,2.3004294903268954,0.47571553876672423
507,5,148.2954059534924,3.855705242846385,15.0,15.0,69.92634865465385,-145.8822433442156,147.83908407957938,-6.133877848924186,148.2954059534924,3.855705242846385,-1.2417970195825792,2.303993724373413,0.4629515831306805
508,5,147.8102327867471,3.820595779600767,15.0,15.0,69.51354774610624,-146.02258572055348,147.22514948068047,-6.162273423437114,147.8102327867471,3.820595779600767,-1.2443617570142442,2.3079971414429714,0.44861917903814597
509,5,147.2749500632314,3.78441113506228,15.0,15.0,69.06240146273817,-146.17461570632557,146.5483425973506,-6.1891560096721605,147.2749500632314,3.78441113506228,-1.2471621909505406,2.312410324783648,0.43282335757332113
510,5,146.69299290831603,3.748000909342437,15.0,15.0,68.57697455527526,-146.33662881535423,145.8131720777934,-6.213219663768996,146.69299290831603,3.748000909342437,-1.250172483144292,2.3172038061134237,0.41566901423945923
511,5,146.0677964473717,3.7122147025527106,15.0,15.0,68.06136614816126,-146.50693923943567,145.024160693314,-6.233177417059892,146.0677964473717,3.7122147025527106,-1.2533666491104136,2.322348083699939,0.3972609317522493
512,5,145.4027958057692,3.6779021148045654,15.0,15.0,67.5197057223777,-146.6838906967384,144.18584495532394,-6.247773208698646,145.4027958057692,3.6779021148045654,-1.2567186001464927,2.3278136418701667,0.377703802550716
513,5,144.7014261088791,3.6459127462094507,15.0,15.0,66.9561483432573,-146.8658662267417,143.30277395953823,-6.255792771788151,144.7014261088791,3.6459127462094507,-1.2602021868106514,2.333570972063377,0.3571022512221238
514,5,143.96712248207234,3.617096196878922,15.0,15.0,66.37486910750468,-147.05129689140648,142.37950746208662,-6.256073433402719,143.96712248207234,3.617096196878922,-1.2637912440016073,2.339590595395687,0.3355608570174855
515,5,143.20332005071938,3.592302066924489,15.0,15.0,65.78005681614171,-147.23866934165056,141.42061322241742,-6.2475127872445455,143.20332005071938,3.592302066924489,-1.2674596376385376,2.3458430865726894,0.3131841766187966
516,5,142.41345394019106,3.572379956457528,15.0,15.0,65.17590690913917,-147.42653221024392,140.43066367520788,-6.229076198884286,142.41345394019106,3.572379956457528,-1.2711813128090288,2.352299098868458,0.2900767673079825
517,5,141.60095927585803,3.558179465589589,15.0,15.0,64.56661372288333,-147.61350129692946,139.4142320177827,-6.199803107606073,141.60095927585803,3.558179465589589,-1.2749303431425245,2.358929389785318,0.266343210680573
518,5,140.76927118309112,3.55055019443221,15.0,15.0,63.95636215319659,-147.79826351876443,138.3758878205881,-6.1588120956512,140.76927118309112,3.55055019443221,-1.2786809810744402,2.3657048469194932,0.24208813704417276
519,5,139.92182478726096,3.55034174309686,15.0,15.0,63.34931882422832,-147.97957960810035,137.3201922858437,-6.105304704840705,139.92182478726096,3.55034174309686,-1.2824077085925853,2.372596513483681,0.2174162506423043
520,5,139.06205521373818,3.5584037116949645,15.0,15.0,62.74962287706931,-148.15628555191387,136.251693293433,-6.038567991759123,139.06205521373818,3.5584037116949645,-1.2860852880024904,2.3795756128790924,0.1924323558476999
521,5,138.19339758789363,3.575585700338026,15.0,15.0,62.161376501401946,-148.327292778926,135.1749203832522,-5.957975825401462,138.19339758789363,3.575585700338026,-1.2896888122111143,2.386613571666808,0.16724138447464965
522,5,137.3192870350979,3.602737309137572,15.0,15.0,61.58863533896825,-148.4915871146055,134.09437982954037,-5.862988944855999,137.3192870350979,3.602737309137572,-1.293193754008202,2.3936820402615666,0.1419484243665723
523,5,136.44315868072184,3.640708138205074,15.0,15.0,61.03539888931935,-148.64822653820985,133.01454996515793,-5.753153808596096,136.44315868072184,3.640708138205074,-1.2965760138197935,2.40075291066024,0.11665874942104715
524,5,135.56844765013608,3.6903477876519624,15.0,15.0,60.505601046542424,-148.79633778993022,131.93987691242597,-5.628100280638904,135.56844765013608,3.6903477876519624,-1.2998119654170004,2.40779833052209,0.09147785121833651
525,5,134.69858906871136,3.752505857589835,15.0,15.0,60.003100890921885,-148.9351118894348,130.87477087213693,-5.487538211544603,134.69858906871136,3.752505857589835,-1.3028784990825062,2.4147907129378856,0.06651147241876565
526,5,133.8370175413265,3.828031805897689,15.0,15.0,59.53167331859234,-149.06379878402842,129.8236024131153,-5.331253046570083,133.8370175413265,3.828031805897689,-1.3057530650177362,2.421702745675036,0.04186562123949056
527,5,132.98646350929278,3.917582666835184,15.0,15.0,59.094285750657995,-149.181892924096,128.78975510685072,-5.1591809956643715,132.98646350929278,3.917582666835184,-1.3084180645599364,2.428513343729938,0.01761839796802045
528,5,132.14756077528853,4.021242535628746,15.0,15.0,58.691723277596246,-149.2894802384923,127.77376934562625,-4.971529480263399,132.14756077528853,4.021242535628746,-1.3108691900119698,2.4352193138300393,-0.006235993849337262
